turbidity,tds,temp,ph,inFlowLpm,outFlowLpm,label
3.221,118,36.3,8.04,0.268,0.279,max
4.764,221,41.9,8.75,0.124,0.639,max
3.819,52,23.5,10.06,0.554,0.869,max
3.933,259,23.8,4.55,0.825,0.569,max
4.542,163,30.6,7.14,0.856,0.682,med
5.222,147,42.3,6.36,0.788,1.056,max
3.183,273,42.0,7.71,0.303,0.14,med
4.206,106,32.5,7.91,0.582,0.659,med
16.178,269,39.9,3.67,0.179,0.363,max
3.491,309,40.0,6.63,0.65,0.92,max
3.589,179,22.5,6.61,0.655,0.232,max
5.404,330,34.7,6.38,1.177,0.559,med
3.478,259,32.6,3.94,0.841,0.6,med
3.912,358,32.4,5.73,0.767,0.711,max
5.426,388,24.7,7.78,0.176,0.609,med
3.793,123,42.5,5.95,0.654,0.786,med
3.85,136,34.4,7.04,0.73,0.66,med
3.357,381,27.8,7.04,0.186,0.323,med
4.992,207,25.1,6.38,0.253,0.222,max
1.761,122,32.2,6.73,0.693,0.785,med
3.752,152,28.1,5.92,0.672,0.507,med
2.995,272,21.6,5.98,0.825,0.465,max
7.118,371,36.1,3.7,0.187,0.123,max
4.133,223,35.3,7.04,0.813,0.175,max
3.679,293,29.4,7.03,0.874,0.908,med
4.4,185,39.5,7.04,0.144,0.468,med
5.038,240,25.4,4.44,1.166,0.755,max
3.924,127,23.8,4.31,0.901,0.877,max
3.6,234,43.9,7.04,0.24,0.463,med
3.66,371,39.5,5.9,0.663,0.175,med
4.371,349,38.5,5.89,0.961,0.653,max
3.722,129,36.3,10.63,0.704,0.406,max
4.455,78,25.7,7.04,0.279,0.508,max
0.42,40,24.9,6.65,1.038,0.902,min
13.768,490,39.4,3.16,0.236,0.252,max
4.977,111,40.4,6.45,0.313,0.981,med
2.452,252,34.3,8.03,0.285,0.443,max
4.499,392,21.6,6.92,0.359,0.468,med
6.902,317,35.8,4.84,0.184,0.073,max
2.902,254,35.9,10.03,1.154,0.67,max
2.934,359,40.4,7.04,0.85,0.315,max
5.375,263,43.9,5.68,0.622,0.916,max
4.614,320,36.6,8.61,0.573,0.26,med
3.25,136,42.5,6.78,0.991,0.711,max
4.953,183,25.3,6.84,0.528,1.0,max
4.262,352,20.7,7.34,0.296,0.367,med
4.415,144,43.2,7.04,0.332,0.507,med
19.397,214,34.7,3.11,0.174,0.267,max
4.641,336,34.3,8.91,0.132,0.784,med
0.43,24,21.2,6.87,0.891,0.779,min
4.708,164,41.8,6.64,0.2,0.776,med
3.545,327,30.8,7.35,0.975,0.21,max
2.594,153,40.6,6.85,0.446,1.002,med
3.75,309,23.5,6.66,0.182,0.99,max
3.507,239,24.5,5.6,0.194,0.338,max
3.341,149,43.7,7.59,0.903,0.438,max
3.074,116,41.5,9.13,0.292,0.268,max
2.308,59,34.7,7.54,0.841,0.825,med
15.401,410,45.8,5.18,0.3,0.342,max
4.593,175,21.8,5.69,0.67,1.021,max
3.096,202,35.7,7.82,1.014,0.91,max
0.837,30,22.2,7.23,0.995,1.099,min
0.254,34,20.9,7.03,1.084,0.793,min
5.091,288,36.2,5.33,0.656,0.482,med
3.453,269,26.2,7.04,0.826,0.306,max
3.628,189,33.5,7.09,0.764,0.863,max
4.145,225,35.7,7.14,0.735,0.241,max
2.569,239,42.9,9.78,1.159,0.726,med
3.272,97,39.6,7.14,0.718,0.986,max
3.807,111,20.7,5.2,0.604,0.548,max
4.218,135,34.8,8.35,1.135,0.13,max
3.276,168,23.5,7.52,1.103,0.113,med
3.158,279,25.4,5.92,0.333,1.034,med
3.928,253,26.0,6.67,0.773,0.705,max
5.082,168,21.0,8.07,0.851,0.342,max
4.071,39,41.2,7.04,0.164,0.987,max
5.046,311,30.3,4.93,0.126,1.004,med
4.567,208,38.8,9.11,0.304,0.723,max
0.156,18,22.7,7.29,0.928,1.0,min
1.922,148,28.8,7.04,0.395,0.758,med
2.796,329,21.3,9.68,0.992,1.002,max
6.858,221,48.5,3.48,0.429,0.268,max
3.591,239,42.1,10.82,0.604,0.818,max
3.762,218,24.4,7.64,1.164,0.121,max
0.843,31,23.0,7.17,0.87,1.116,min
2.879,348,20.8,7.91,0.757,0.362,max
3.653,275,22.0,6.27,1.009,0.941,med
4.927,156,23.2,9.03,0.445,0.549,med
4.15,155,33.8,6.22,0.533,0.682,med
2.96,478,42.7,9.18,0.206,0.54,med
5.256,143,23.2,9.27,0.216,1.089,max
3.975,152,27.8,4.87,0.293,0.453,med
3.809,207,30.7,7.04,1.085,0.982,max
5.208,189,25.2,6.68,0.11,0.584,med
4.294,265,21.4,9.22,0.396,0.29,med
3.146,408,33.7,7.61,0.846,0.92,max
4.92,239,44.9,5.96,0.408,0.279,max
15.066,441,49.1,4.0,0.413,0.156,max
2.814,43,23.4,9.05,1.006,1.053,max
3.048,275,36.8,6.82,0.522,1.113,med
4.512,225,29.1,6.79,0.246,0.649,med
0.667,9,23.1,6.95,1.035,0.817,min
2.175,139,27.3,6.25,0.797,0.469,med
3.529,134,27.1,13.54,0.961,0.975,max
2.221,231,35.5,7.31,1.068,0.65,med
3.478,271,21.4,7.48,0.476,0.709,max
3.112,276,32.4,10.95,0.155,0.501,max
0.788,40,24.3,7.41,1.005,0.951,min
4.474,149,28.5,3.8,0.738,0.099,med
4.618,250,41.5,7.67,0.525,0.713,max
3.75,191,30.8,5.15,0.791,0.748,med
7.944,206,47.6,4.44,0.456,0.289,max
3.543,132,32.9,8.13,0.416,0.788,max
3.831,217,29.2,8.78,0.841,0.539,max
3.29,174,29.2,7.41,0.969,0.473,max
2.738,81,24.5,7.61,0.892,0.767,med
3.567,224,36.4,6.53,0.864,0.763,max
2.962,305,44.8,5.9,1.183,0.313,max
4.64,295,44.8,7.92,0.263,0.475,med
0.441,29,20.8,6.68,1.145,1.128,min
2.166,285,28.8,8.52,0.133,0.933,max
4.968,214,23.9,7.72,0.804,0.358,med
5.037,323,33.0,7.04,1.127,0.211,max
3.855,167,29.6,8.39,0.154,0.17,max
0.795,29,22.6,6.74,0.837,1.109,min
3.275,283,32.4,8.72,0.806,0.894,med
4.044,153,32.9,7.65,1.125,0.688,med
0.621,23,24.7,7.37,0.818,0.761,min
0.835,25,24.8,6.69,1.147,1.061,min
3.166,147,21.5,6.71,0.76,0.119,max
5.622,296,42.5,5.14,0.367,0.224,max
4.064,211,42.7,5.48,0.755,0.466,max
2.785,114,30.2,8.24,0.871,0.504,max
18.323,259,37.8,3.72,0.251,0.207,max
3.397,254,23.3,6.88,0.632,0.789,med
4.599,340,32.0,5.55,1.126,1.099,max
5.791,159,26.9,8.76,0.843,0.271,med
2.897,172,22.4,5.62,0.109,0.825,max
3.942,99,20.8,8.25,0.516,0.64,max
3.076,240,21.9,7.79,0.541,0.84,max
0.853,32,21.2,6.52,1.148,0.759,min
3.151,169,31.3,7.14,0.585,1.088,max
3.536,357,28.8,6.46,0.515,1.169,med
4.324,246,31.0,9.27,0.828,0.38,max
3.09,202,29.9,7.68,0.93,0.477,med
1.5,100,34.2,6.06,0.649,0.623,med
2.906,102,34.8,8.15,0.814,0.182,max
3.489,135,41.8,8.19,0.443,0.915,max
5.08,263,41.1,6.16,1.122,0.57,max
0.375,23,22.5,6.74,0.846,0.994,min
4.334,260,21.2,7.0,0.619,0.574,med
4.816,379,30.9,6.17,1.144,0.919,med
2.748,311,33.5,7.49,0.461,0.413,max
1.496,402,29.9,6.91,0.382,0.168,max
3.863,237,24.1,6.71,1.02,0.646,max
4.318,250,35.1,6.6,0.299,0.817,med
4.589,115,26.5,7.04,0.184,0.57,max
3.096,327,24.5,5.14,1.18,0.441,max
3.552,188,25.0,7.83,0.625,1.04,med
3.699,331,40.8,4.75,0.446,0.451,max
5.004,241,37.3,8.14,1.0,1.094,med
3.721,216,38.2,7.73,0.528,0.318,max
3.056,199,38.3,8.1,0.467,0.854,max
16.057,211,41.1,3.84,0.468,0.055,max
17.868,291,36.3,3.32,0.219,0.362,max
5.214,309,34.9,6.74,0.844,0.81,max
2.689,290,29.9,6.48,1.016,0.127,max
1.321,118,27.4,7.56,0.523,0.617,med
4.027,330,26.9,8.51,0.316,0.442,med
4.271,348,37.2,9.01,0.304,0.953,max
2.92,296,29.2,7.28,0.403,0.346,med
3.372,89,35.6,7.04,0.668,1.122,max
4.263,152,44.1,6.78,0.413,0.186,med
3.093,230,44.2,9.31,0.889,0.594,max
3.795,119,42.4,9.15,0.838,0.214,max
4.006,50,37.9,7.18,0.634,0.533,max
4.936,153,41.9,6.85,0.5,0.879,med
3.93,60,24.9,6.39,0.877,0.717,med
2.998,157,43.8,7.89,0.839,0.094,med
0.671,38,21.2,7.23,0.947,1.003,min
4.561,159,33.4,6.4,0.795,0.664,max
7.451,255,36.4,3.97,0.12,0.209,max
3.53,92,31.3,9.4,0.88,0.765,max
13.292,422,41.2,3.21,0.489,0.257,max
0.86,15,21.1,6.53,1.061,0.897,min
4.99,398,40.0,7.04,0.298,0.891,med
3.149,245,38.1,8.73,0.52,0.43,med
3.262,389,41.2,7.04,0.721,0.804,med
3.783,179,36.3,7.39,0.249,0.384,max
5.059,329,23.3,6.9,0.547,0.67,max
2.977,230,31.7,7.04,0.765,0.773,med
2.408,289,21.7,8.33,0.27,0.853,max
3.036,103,28.4,6.9,0.962,0.48,max
4.436,172,36.4,7.54,0.783,0.852,max
2.942,272,43.4,4.74,0.788,0.287,med
4.162,412,41.0,6.38,0.722,0.83,max
3.694,173,29.6,7.29,0.61,1.031,max
5.338,144,26.9,7.38,0.813,0.559,max
3.616,211,27.2,6.9,0.575,0.612,max
0.418,32,22.5,7.36,1.063,0.815,min
4.298,170,36.7,7.35,0.247,0.605,max
3.443,153,29.7,6.55,0.464,0.903,max
4.004,217,38.8,7.04,0.769,0.887,med
11.232,207,38.7,3.44,0.139,0.433,max
3.082,199,21.6,6.14,1.016,0.154,med
3.833,234,39.0,7.24,0.405,0.879,max
3.425,200,40.6,8.29,0.955,0.939,med
0.924,9,23.4,6.94,1.147,0.821,min
3.549,134,20.9,6.21,0.786,0.422,max
4.711,229,43.8,5.09,1.127,0.367,med
3.039,178,44.3,8.55,1.083,0.526,med
16.308,373,48.4,5.04,0.403,0.072,max
4.621,169,40.4,3.79,1.014,1.028,med
3.853,121,31.5,6.99,0.191,0.99,max
4.136,289,32.5,10.67,0.972,0.552,med
3.631,191,22.4,7.54,0.196,0.984,med
3.581,321,29.4,7.04,0.795,0.303,max
3.369,298,38.5,7.79,0.99,1.1,med
3.71,184,27.2,8.19,0.424,0.446,med
1.469,89,24.2,6.23,0.809,0.657,med
3.079,154,39.6,4.89,0.682,0.555,max
5.062,226,40.3,7.28,0.633,1.017,med
4.984,251,27.2,9.55,0.403,0.255,med
4.382,181,33.6,7.7,1.009,0.791,med
4.501,85,20.4,6.32,0.352,1.094,max
14.382,442,34.2,3.84,0.225,0.304,max
4.939,200,21.8,8.24,0.445,0.464,max
3.794,359,31.6,6.54,1.076,0.602,med
0.665,39,24.6,6.73,0.96,0.811,min
2.642,323,35.2,7.33,0.552,0.622,max
4.925,93,43.0,6.44,0.149,0.502,med
2.659,216,31.2,6.83,0.465,0.52,med
2.453,60,28.1,6.66,0.789,0.713,med
4.9,256,22.6,4.27,0.934,0.11,max
4.249,357,28.7,6.93,0.182,0.393,max
4.753,267,21.9,8.11,0.367,0.784,max
3.875,131,27.4,9.45,1.17,0.293,med
4.281,196,42.0,5.87,0.393,0.134,max
2.38,47,29.0,7.04,0.499,0.136,max
4.004,122,31.0,6.16,0.806,0.875,med
4.125,445,31.0,7.04,0.599,1.079,med
4.081,28,32.4,7.04,0.257,0.617,med
3.134,140,37.1,10.85,0.1,0.805,max
2.795,178,30.0,6.45,0.891,0.494,med
4.376,410,24.6,6.35,1.065,0.685,max
15.134,352,47.6,5.17,0.104,0.361,max
3.742,414,43.7,4.66,0.933,0.443,max
10.791,490,44.9,3.21,0.445,0.242,max
16.254,245,40.8,3.88,0.138,0.244,max
3.021,114,33.6,4.81,0.328,0.26,med
2.881,376,43.1,5.32,0.867,0.272,max
2.821,145,21.1,6.57,1.098,0.284,med
5.216,187,35.8,9.96,0.592,0.206,max
4.201,204,43.9,9.43,0.185,0.681,med
2.799,206,34.8,10.15,1.121,0.857,max
5.447,101,35.8,3.64,0.557,0.182,med
3.915,308,30.9,5.97,1.079,0.699,max
4.235,238,41.8,7.04,0.928,1.023,max
4.76,240,44.4,6.96,0.139,0.515,max
3.52,145,42.6,8.6,0.518,0.096,med
3.482,352,24.3,4.7,0.216,0.538,max
4.338,136,29.7,5.84,0.44,0.655,med
0.105,40,23.5,7.23,1.109,0.78,min
3.9,368,43.8,5.6,0.362,0.726,med
3.546,390,23.5,0.23,0.936,0.899,med
4.048,204,28.7,6.9,0.703,0.678,max
3.89,108,43.4,5.94,0.961,0.837,med
3.467,147,33.0,6.06,0.125,0.645,max
3.384,367,20.9,7.47,1.029,0.317,max
2.969,273,21.2,7.04,0.728,0.302,med
2.318,314,44.8,8.54,1.023,0.783,med
5.105,321,37.0,5.05,0.235,0.381,max
3.885,221,39.2,6.23,0.23,0.194,max
0.801,20,23.4,7.07,0.907,1.101,min
4.072,347,39.0,5.25,0.205,0.782,med
2.831,105,27.9,8.94,0.295,0.986,max
2.189,164,26.9,8.23,0.657,0.534,med
2.442,57,32.4,6.54,0.829,0.79,med
4.007,225,25.9,6.23,0.555,0.756,med
13.902,204,45.4,3.81,0.366,0.273,max
0.841,6,24.1,6.63,0.934,1.047,min
3.691,223,25.6,6.58,0.208,0.465,med
3.312,133,32.8,9.83,0.333,0.549,max
4.164,230,43.6,7.58,0.561,0.112,med
3.413,414,35.9,6.84,0.318,0.166,med
3.731,292,20.6,5.26,0.546,0.187,med
4.008,268,35.2,7.96,0.559,0.713,med
4.775,332,33.4,7.15,0.385,0.837,max
0.858,32,24.0,7.0,1.031,0.947,min
4.178,210,31.9,5.5,0.504,0.554,med
3.874,379,25.9,7.04,0.768,0.332,max
4.895,414,31.6,7.04,1.063,0.505,max
7.494,313,43.5,5.42,0.391,0.419,max
5.576,310,49.6,4.05,0.301,0.414,max
3.216,55,43.6,7.04,1.165,0.841,max
3.688,131,37.6,8.19,0.193,0.102,max
4.114,300,21.0,7.04,0.185,0.651,med
3.543,281,35.2,9.16,0.828,1.022,med
5.076,172,42.7,6.09,0.91,0.959,max
4.881,115,35.9,7.35,0.306,0.291,max
3.018,129,25.0,8.04,0.514,0.238,max
3.311,211,20.4,7.04,0.887,0.503,max
5.526,96,38.9,8.86,0.386,0.369,max
3.435,158,33.9,9.96,0.356,0.625,med
0.786,44,21.6,6.61,0.891,0.921,min
3.686,113,30.9,9.17,0.683,0.284,max
2.664,261,41.2,6.28,0.895,0.505,med
3.955,214,34.9,7.04,0.196,0.822,max
0.792,17,20.6,7.2,1.052,1.101,min
4.48,231,41.6,3.68,0.651,0.478,max
3.799,209,40.4,5.46,1.097,0.251,med
1.223,92,26.9,6.12,0.863,0.55,med
2.355,184,24.2,7.16,0.885,0.674,med
4.724,264,33.5,8.12,0.894,0.833,max
0.271,28,20.5,6.95,1.102,0.889,min
1.985,310,40.1,7.04,0.202,0.604,max
5.554,95,32.1,7.61,0.236,0.687,med
2.174,124,24.6,6.73,0.871,0.492,med
5.662,216,35.0,9.04,0.682,0.826,max
4.587,253,37.4,5.9,0.476,0.668,max
3.732,140,20.3,7.04,0.885,0.707,max
3.455,98,43.8,4.96,0.166,0.656,min
3.131,292,22.5,8.06,0.9,0.493,max
15.108,454,38.5,4.69,0.338,0.291,max
2.109,69,30.9,5.64,0.799,0.577,med
4.731,260,40.4,8.89,0.33,0.948,max
4.129,86,32.7,7.04,0.374,0.088,max
4.121,469,42.4,7.04,0.238,0.778,med
3.211,150,33.3,8.37,1.192,0.121,med
3.453,200,38.4,7.04,0.536,0.903,med
5.067,214,30.7,5.49,0.828,0.903,max
5.445,113,44.9,7.04,0.514,0.903,max
0.11,25,20.3,6.62,0.847,1.01,min
1.346,82,30.6,7.34,0.899,0.823,med
0.221,26,23.1,7.2,1.024,0.754,min
2.775,234,36.3,7.3,1.163,0.496,max
4.371,223,24.1,4.28,0.977,0.768,max
4.92,236,21.3,9.63,1.021,0.672,max
3.992,263,34.8,7.04,0.342,0.922,max
0.795,42,20.0,7.01,0.967,0.839,min
1.645,50,31.9,7.33,0.706,0.515,med
2.968,415,32.7,1.76,0.747,0.384,med
2.907,221,39.3,5.76,0.607,0.483,max
4.112,218,26.0,8.18,1.117,0.586,max
5.016,164,36.4,5.66,0.256,0.129,max
3.619,405,42.4,8.23,0.807,0.957,med
3.239,151,21.3,8.6,0.705,0.935,med
4.77,281,35.5,5.95,0.706,0.191,max
2.545,223,22.8,8.53,0.266,0.679,max
3.228,150,41.3,7.04,0.407,0.513,med
3.885,328,43.0,4.85,0.736,0.172,max
3.406,181,23.3,6.98,0.678,0.633,med
3.717,175,37.3,7.04,1.128,0.511,max
5.263,264,24.7,8.64,1.195,0.411,max
4.822,229,24.1,8.13,0.497,0.228,med
4.397,338,30.1,6.26,0.132,0.504,max
3.971,174,28.8,6.26,0.604,0.528,med
0.211,44,22.2,6.69,0.947,0.916,min
3.453,273,34.1,7.21,0.199,0.703,med
5.573,108,23.2,9.74,0.381,0.233,max
4.243,84,24.2,7.62,1.158,0.149,max
3.786,294,44.1,7.7,0.236,0.104,max
4.674,141,26.1,8.76,0.917,0.128,max
0.356,36,20.3,7.08,0.938,0.998,min
4.642,247,34.8,4.7,0.285,0.837,max
5.016,276,29.5,7.74,1.189,0.567,max
4.272,214,40.9,7.27,0.363,0.325,max
3.623,230,30.6,6.17,0.7,0.364,max
4.197,193,39.6,6.2,0.942,0.508,med
4.779,82,41.3,6.78,1.187,0.654,max
3.539,142,27.9,7.6,0.689,0.842,med
3.361,289,44.7,6.53,0.187,0.176,max
5.493,323,32.1,7.04,0.27,0.264,max
4.733,253,39.2,5.74,0.739,0.852,max
4.105,163,43.4,3.43,0.331,0.416,max
0.342,6,23.0,7.0,0.821,0.861,min
5.288,140,37.7,7.34,1.128,0.496,max
4.656,241,27.0,5.78,1.173,0.903,max
3.674,149,23.3,7.77,0.384,0.607,max
4.614,214,34.9,7.04,0.686,0.729,max
4.409,155,31.9,8.12,0.657,1.076,max
3.736,184,41.9,7.12,0.531,0.364,med
0.299,28,24.4,7.15,1.013,0.88,min
3.644,321,41.4,9.14,0.387,0.246,max
4.417,44,32.9,7.1,0.785,0.233,max
2.956,169,24.5,6.1,0.824,0.99,max
3.533,113,33.5,12.25,0.81,0.503,max
2.836,167,23.3,8.4,1.012,0.553,max
3.871,201,40.3,4.95,0.2,0.335,med
19.344,313,38.8,3.16,0.294,0.094,max
16.48,275,47.7,3.26,0.15,0.442,max
4.072,168,30.5,5.95,0.543,0.74,max
2.541,55,29.2,6.86,0.591,0.836,med
2.942,218,32.5,7.03,0.721,0.516,max
2.977,111,32.9,7.59,0.633,0.727,med
3.066,86,29.5,7.2,0.53,0.56,med
4.492,266,22.8,7.04,0.605,0.633,med
15.065,409,39.2,5.2,0.39,0.095,max
2.525,84,26.4,7.9,0.747,0.673,med
4.789,99,29.3,5.99,0.744,0.562,med
4.634,280,28.1,5.39,0.347,0.838,med
0.199,40,21.9,7.38,1.147,1.072,min
3.373,284,42.5,8.08,0.365,0.575,med
3.249,204,21.9,7.36,0.769,0.213,med
0.911,31,21.1,7.17,1.047,0.893,min
2.877,236,41.7,6.84,1.179,0.711,max
3.759,125,35.6,5.52,0.521,0.579,max
4.235,186,28.5,7.71,0.861,0.144,max
1.225,101,27.0,7.92,0.723,0.589,med
4.105,202,33.8,5.79,0.929,0.902,max
0.665,28,21.8,7.38,0.957,1.077,min
15.033,439,48.9,3.05,0.162,0.404,max
3.308,128,39.9,7.04,1.128,0.319,med
4.268,229,26.2,7.67,0.301,0.289,med
3.669,289,41.2,7.04,0.385,0.75,max
4.216,306,26.2,6.56,0.466,0.475,med
3.579,152,40.7,8.86,0.378,0.178,max
4.918,279,28.3,4.59,0.384,0.231,max
4.101,180,29.5,7.02,0.796,0.465,max
3.501,129,20.5,7.04,1.162,0.123,max
4.85,291,22.8,6.51,0.86,0.462,max
2.679,119,22.3,7.04,0.476,0.183,max
3.868,354,22.5,6.9,0.798,0.319,med
3.16,88,34.0,8.04,0.202,0.863,max
5.376,334,38.8,5.2,0.177,0.562,max
4.152,174,42.4,8.21,0.244,0.788,max
3.969,119,25.6,5.95,0.154,0.555,med
4.822,139,30.4,7.37,0.825,0.713,med
3.294,187,28.8,7.04,0.154,1.036,max
3.644,81,29.8,7.53,1.143,0.412,max
5.145,211,35.3,9.6,0.407,0.358,med
1.986,94,23.8,7.13,0.622,0.294,max
2.477,195,27.1,8.86,0.378,0.999,max
12.972,286,41.4,3.75,0.338,0.224,max
4.538,175,39.4,6.37,1.08,0.875,med
4.213,460,41.0,7.04,1.16,0.51,max
3.498,292,20.6,7.04,0.239,0.586,med
5.035,241,23.5,7.04,1.079,0.788,max
3.471,194,20.6,8.78,0.494,0.484,med
4.896,98,32.2,7.52,0.843,0.849,med
0.491,39,24.5,7.46,1.115,0.876,min
3.512,193,38.0,5.63,0.857,0.401,max
4.042,211,42.8,6.48,1.186,0.82,max
3.67,261,26.3,6.07,0.715,0.761,med
3.757,251,23.0,5.42,0.956,0.189,med
4.041,72,38.1,8.59,0.712,0.644,med
4.666,205,43.1,9.39,0.733,0.136,med
3.965,217,34.9,10.56,0.783,0.219,max
3.87,135,37.4,6.99,0.912,0.521,med
2.95,111,33.6,7.08,0.713,0.496,med
4.332,247,24.3,7.04,0.333,0.755,med
4.889,102,30.8,6.05,0.327,0.749,max
4.168,258,35.5,4.16,1.026,0.565,max
0.137,32,24.8,7.1,1.128,1.104,min
3.937,480,30.9,4.77,0.526,0.499,max
6.091,284,38.9,4.96,0.497,0.146,max
1.9,333,26.9,6.99,0.498,0.277,max
4.085,256,28.4,7.37,0.499,0.76,max
5.148,147,39.0,8.65,0.561,0.883,max
3.823,138,28.6,10.54,0.552,0.345,med
3.834,95,33.1,6.2,0.849,0.495,med
3.734,77,20.9,3.88,1.005,0.722,med
0.418,46,23.7,7.1,0.862,0.812,min
4.497,183,28.8,7.64,1.142,0.294,max
4.848,238,35.1,6.15,0.594,0.899,med
4.85,366,44.4,7.04,0.649,0.362,med
2.655,266,39.3,8.11,0.546,0.317,max
4.678,240,21.7,8.86,0.683,0.525,med
3.676,52,36.6,9.3,0.805,0.214,max
3.346,310,24.1,7.04,0.321,0.691,med
3.514,190,42.3,7.04,0.681,0.731,max
2.979,199,40.5,5.39,0.586,0.16,max
15.516,323,41.6,3.02,0.377,0.315,max
3.407,184,20.9,7.04,0.12,0.258,med
3.315,237,33.9,3.66,0.304,0.917,med
3.558,209,37.7,7.04,0.628,1.015,max
4.116,188,26.5,6.81,0.892,0.224,max
3.498,328,37.3,7.6,0.533,0.642,max
3.667,137,35.3,7.85,0.94,0.159,med
0.173,48,22.5,7.1,0.827,1.05,min
3.78,302,31.8,7.04,1.03,0.479,med
4.637,84,32.6,9.77,0.143,0.372,max
2.071,108,28.6,6.53,0.863,0.736,med
3.82,79,39.0,6.8,0.723,0.709,med
2.814,166,32.6,8.56,0.971,0.169,max
3.051,141,38.0,7.37,0.932,0.846,max
4.057,134,27.4,7.14,0.593,0.456,med
4.755,270,21.1,6.25,0.435,0.937,max
3.758,101,22.0,7.04,1.061,0.441,med
3.561,117,44.7,7.04,0.276,0.593,med
3.007,157,41.8,9.32,0.24,0.702,max
3.362,67,27.7,5.86,0.777,0.533,med
0.937,41,20.6,7.42,1.148,0.958,min
19.297,415,48.8,4.32,0.204,0.071,max
3.265,125,25.6,7.06,0.609,0.645,med
4.424,177,34.1,8.83,0.431,0.746,max
15.802,286,48.0,3.12,0.192,0.409,max
3.913,174,28.1,8.72,0.733,0.785,med
4.041,216,39.1,7.77,0.42,0.949,med
4.825,172,31.4,5.4,0.577,0.955,max
1.462,93,28.4,7.8,0.897,0.468,med
4.474,179,22.5,6.9,0.514,0.323,med
3.581,112,44.6,8.29,0.815,0.211,max
3.739,177,37.6,5.84,0.348,0.981,med
3.776,149,23.9,4.49,0.1,0.439,max
0.311,37,20.2,7.07,1.105,1.101,min
3.941,252,22.9,7.04,0.802,0.207,max
3.832,255,30.3,8.73,0.949,0.786,max
3.168,177,42.3,7.04,1.036,0.844,med
9.224,489,33.2,4.79,0.382,0.299,max
0.862,25,23.3,6.67,0.877,0.766,min
3.673,201,40.1,5.54,0.651,0.882,med
4.571,113,25.9,5.71,0.961,0.331,med
0.685,24,21.3,7.34,0.815,1.111,min
5.708,256,20.2,6.3,0.33,0.381,max
4.302,164,27.0,6.1,0.898,1.026,max
3.431,235,27.4,7.3,0.511,0.777,max
3.808,356,20.5,5.75,0.699,0.736,max
0.22,40,20.4,7.49,1.109,0.829,min
3.161,137,20.3,7.22,0.747,0.982,med
4.601,161,22.1,7.04,0.69,0.186,max
4.24,451,25.7,5.34,1.152,0.191,max
5.568,252,20.4,6.45,0.257,0.569,max
4.694,169,36.9,6.91,1.142,0.188,med
4.921,179,26.8,10.39,0.744,1.023,max
3.516,271,20.8,7.04,0.93,0.195,med
3.682,258,29.8,6.36,0.623,0.739,max
4.697,221,43.0,5.96,0.715,0.096,max
6.262,317,34.7,3.04,0.365,0.291,max
3.4,120,21.0,7.04,1.191,0.811,max
3.114,199,38.9,7.04,0.912,0.383,max
4.464,159,40.0,6.63,0.207,0.571,max
3.865,149,32.8,7.04,1.113,1.087,max
2.459,245,31.4,7.4,0.964,0.844,max
4.935,161,38.2,6.35,0.451,0.951,med
3.443,172,35.7,6.7,0.644,0.7,med
3.311,117,21.0,5.35,0.983,0.998,max
2.559,186,36.1,7.43,1.174,0.1,med
3.77,445,24.0,7.62,0.707,0.991,med
5.053,293,40.5,7.04,1.199,0.622,max
5.046,247,43.3,7.78,0.791,0.899,max
3.266,187,29.3,6.27,0.859,1.002,max
3.732,119,36.1,6.43,0.267,0.89,med
5.137,265,38.7,7.04,0.67,0.878,med
5.26,224,28.7,7.04,0.292,0.196,max
3.64,225,43.2,6.76,1.108,0.509,med
3.241,264,38.2,7.04,0.227,0.84,max
3.987,159,39.7,5.49,0.393,0.654,max
0.294,8,21.4,6.66,1.172,1.073,min
3.742,344,40.8,8.97,0.258,0.574,med
4.545,219,31.5,6.88,0.421,0.398,med
4.901,183,20.3,5.5,1.028,1.039,med
4.198,387,35.4,9.57,0.343,0.092,med
5.677,331,47.3,3.66,0.269,0.066,max
3.781,149,34.6,7.4,0.88,0.731,med
3.919,295,34.9,7.69,0.595,0.093,med
3.644,274,36.6,5.85,0.807,0.966,max
3.709,305,21.4,4.33,0.331,0.927,max
3.662,324,20.5,7.36,0.527,0.29,max
4.436,181,31.2,6.03,0.845,0.804,med
4.586,176,31.0,4.3,1.055,0.373,max
4.939,162,40.3,6.85,1.167,1.108,max
4.599,292,35.3,6.92,1.032,0.353,med
3.942,108,30.5,7.15,0.531,0.668,med
3.696,247,43.6,5.23,0.707,0.172,med
4.372,304,42.3,6.49,0.261,0.477,max
3.652,116,39.3,6.95,0.341,1.024,max
3.549,170,32.8,6.51,0.987,0.343,max
4.986,450,37.3,3.76,1.185,0.445,max
4.512,273,41.1,6.89,0.909,0.962,med
3.915,121,36.2,8.83,1.135,0.589,med
2.552,95,24.7,6.07,0.599,0.644,med
5.147,337,31.1,11.24,0.614,0.78,max
5.128,188,33.9,7.75,1.074,0.751,med
4.179,67,26.3,9.84,0.74,0.613,max
0.63,32,23.7,6.63,1.086,1.114,min
2.959,256,34.0,7.19,1.056,0.852,med
3.226,279,25.0,6.97,0.197,0.13,max
3.787,231,29.3,7.15,0.587,0.852,max
4.416,271,43.4,8.82,0.239,0.72,max
2.944,125,29.9,6.09,0.638,0.263,max
4.091,455,29.4,5.41,0.754,0.266,max
