turbidity,tds,temp,ph,inFlowLpm,outFlowLpm,label
8.67,626.1,47.1,6.88,0.715,0.05,min
0.12,67.2,22.8,7.69,0.607,0.872,min
4.06,1026.1,39.8,6.68,0.549,0.519,max
3.62,382.5,28.6,6.39,0.691,0.705,med
10.96,731.1,45.4,4.1,0.741,0.477,max
2.59,236.9,26.2,6.03,0.813,0.418,med
3.87,417.0,31.5,5.59,0.865,0.711,med
2.86,258.1,32.4,5.5,0.813,0.787,med
4.0,563.2,23.1,4.69,0.194,0.772,max
11.38,859.2,43.0,6.86,0.275,0.324,max
7.45,486.6,38.5,7.88,0.151,0.358,max
11.14,863.5,36.1,7.52,0.564,0.378,max
4.34,909.8,41.9,10.16,0.639,0.084,max
9.91,764.9,39.6,9.28,0.766,0.05,max
0.17,91.1,27.2,7.25,0.781,0.819,min
10.58,788.7,26.6,6.87,0.655,0.078,max
2.97,230.5,30.1,7.2,1.122,0.525,med
14.93,422.0,33.3,5.55,0.791,0.205,max
0.37,10.0,27.5,6.87,0.846,0.682,max
6.21,321.9,25.8,7.61,0.81,0.61,med
0.14,22.7,25.9,7.52,0.806,0.744,min
6.63,426.7,28.9,9.58,0.419,0.417,max
9.75,979.3,55.0,10.52,0.355,0.38,max
10.22,927.5,36.4,4.41,0.382,0.297,max
2.56,368.4,18.8,5.5,0.834,0.264,med
8.69,726.3,43.8,3.25,0.547,0.166,max
5.77,443.4,43.7,10.17,0.05,0.552,max
4.7,371.8,19.0,6.74,0.633,0.423,med
4.89,418.1,25.0,7.05,0.589,0.68,med
0.41,67.1,26.0,7.1,0.845,0.852,min
8.78,777.2,28.7,7.21,0.656,0.221,med
5.68,474.0,41.8,6.92,0.411,0.369,max
3.62,406.8,27.8,7.52,0.633,0.704,med
3.76,366.0,17.8,7.36,0.931,0.88,med
5.71,719.1,36.7,4.01,0.207,0.283,max
11.76,627.6,40.1,7.94,0.998,0.715,max
9.51,447.9,33.6,10.5,0.417,0.284,max
11.65,531.8,44.3,3.65,0.226,0.05,max
3.97,406.4,30.6,6.82,0.309,0.466,med
0.24,10.0,24.6,7.62,1.131,0.726,min
8.6,669.0,34.8,9.13,0.05,0.137,max
0.05,114.1,20.9,7.72,0.663,0.694,min
11.95,718.6,43.2,7.46,0.532,0.396,max
6.46,1045.7,44.3,5.8,0.663,0.05,max
9.32,713.2,36.3,8.8,0.146,0.746,max
0.1,59.3,27.2,7.24,1.098,0.646,min
13.63,666.6,32.9,10.45,0.05,0.328,max
0.35,50.0,22.8,7.6,0.813,1.017,min
8.53,350.0,30.7,10.11,0.935,0.392,max
1.5,200.6,22.5,7.74,0.794,0.648,min
4.14,325.5,32.1,6.89,0.703,0.7,med
9.21,825.3,45.4,7.74,0.689,0.587,max
3.0,276.5,25.2,5.7,0.925,0.97,med
1.35,92.2,24.4,6.78,1.023,0.706,min
8.51,354.9,39.9,3.87,0.474,0.05,max
5.61,501.1,31.3,10.1,0.857,0.228,max
0.27,182.5,24.6,7.32,0.83,0.837,min
2.12,532.0,18.6,8.23,0.708,0.552,med
7.96,743.8,50.2,6.64,0.601,0.684,max
4.0,635.2,50.7,4.55,0.561,0.327,max
0.34,17.6,24.9,6.76,1.088,0.874,min
5.16,506.7,17.3,7.48,0.439,1.002,med
2.51,187.3,24.1,6.67,0.226,0.611,med
0.55,47.1,22.8,7.38,0.93,1.014,min
4.88,495.2,24.1,7.79,0.549,1.097,med
1.13,119.1,23.1,7.61,0.95,1.072,min
7.17,562.3,28.6,9.62,0.526,0.521,max
0.2,77.2,23.6,7.88,1.132,0.61,min
10.38,424.5,32.3,8.04,0.318,0.206,max
7.18,643.3,43.2,4.72,0.674,0.53,max
5.29,840.5,41.1,6.06,0.452,0.05,max
0.57,31.6,17.9,7.42,0.928,1.001,min
2.29,253.4,28.1,5.5,0.646,0.701,med
8.0,526.3,46.5,4.83,0.723,0.911,max
8.97,583.5,38.0,9.14,0.943,0.185,max
0.06,32.2,18.6,7.27,0.898,0.937,min
11.72,350.0,32.1,9.41,0.537,0.455,max
3.42,383.8,25.9,7.23,0.582,0.905,med
0.12,10.0,22.7,6.62,0.762,0.699,min
4.14,842.9,35.6,3.52,0.406,0.452,max
4.72,313.3,28.3,7.41,0.348,0.764,med
0.26,54.0,28.0,7.04,0.625,0.972,min
0.16,142.8,25.3,7.57,0.812,0.78,min
0.16,70.0,28.7,7.27,0.939,0.839,min
0.06,15.2,23.1,7.84,0.879,0.83,min
1.7,403.7,31.3,5.91,0.672,0.583,med
7.68,878.5,51.0,7.61,0.665,0.617,max
0.58,10.0,23.4,6.96,0.935,0.668,min
3.65,322.9,30.6,8.0,1.045,0.766,med
4.0,695.3,53.8,7.43,0.84,0.41,max
10.93,543.9,40.8,7.49,0.52,0.432,max
4.28,253.9,26.1,7.19,0.756,0.714,med
0.05,64.6,26.8,6.88,0.863,0.981,min
1.58,202.9,28.1,7.34,0.625,0.554,med
1.46,10.0,23.5,7.3,0.867,1.073,min
0.05,86.2,17.8,7.5,0.919,0.692,min
0.29,10.0,22.0,7.12,0.928,0.741,min
0.05,10.0,23.2,7.24,1.158,0.816,min
11.93,620.2,29.7,3.23,0.208,0.789,max
4.38,192.7,28.0,6.69,0.832,0.696,med
0.05,10.0,19.3,7.08,0.941,0.915,med
0.28,104.2,24.4,6.63,0.829,1.029,min
5.17,686.6,46.8,4.08,0.795,0.839,max
11.47,579.3,55.0,4.55,0.349,0.364,max
6.69,506.4,34.7,2.89,0.091,0.41,max
12.14,350.0,28.1,8.8,0.713,0.589,max
2.42,276.2,34.3,7.15,0.559,0.654,med
4.96,259.3,30.2,6.49,0.662,0.682,med
4.63,343.6,25.7,7.2,0.839,0.429,med
5.91,943.1,37.7,5.53,0.574,0.05,max
5.87,717.2,27.8,4.4,0.932,0.676,max
2.37,577.6,27.7,6.29,0.934,0.661,med
6.29,953.8,33.2,9.68,0.693,0.05,max
0.11,10.0,22.3,7.45,0.907,0.944,min
7.05,559.6,55.0,9.46,0.765,0.4,max
7.46,705.2,54.1,5.8,0.262,0.479,max
0.25,29.3,24.2,7.49,0.934,0.801,min
6.59,578.3,42.2,4.2,0.892,0.193,max
4.42,306.8,33.4,7.09,0.679,0.555,med
0.67,10.0,26.2,7.44,1.2,0.628,min
4.63,150.0,18.7,8.0,0.399,0.73,med
9.66,593.0,41.5,7.0,0.376,0.825,max
0.52,57.3,23.8,6.68,0.786,0.854,min
0.23,108.8,22.4,7.79,0.897,0.956,min
0.05,140.6,19.0,6.79,0.659,0.726,min
0.44,138.2,29.6,7.06,0.916,0.788,min
0.65,114.9,20.5,6.98,1.012,0.942,min
9.06,717.3,31.1,8.8,0.724,0.347,max
0.16,46.8,23.5,7.18,0.838,0.745,med
3.27,388.3,21.5,8.27,0.143,0.633,med
6.44,150.8,33.0,7.74,0.673,0.807,med
0.34,66.5,22.7,7.8,0.796,1.046,min
5.8,468.6,33.8,6.7,0.533,0.58,med
14.63,350.0,34.2,7.52,0.523,0.369,max
0.06,32.6,20.0,7.46,1.029,0.815,med
11.02,788.2,38.4,7.65,1.046,0.215,max
0.05,18.3,19.7,6.62,1.139,0.723,min
0.52,33.1,20.7,7.02,0.562,0.9,med
0.25,138.0,23.7,6.98,0.817,0.954,min
2.48,385.1,36.0,6.41,0.528,0.669,med
3.02,367.8,21.1,7.76,0.501,0.529,med
3.23,362.8,35.6,7.94,0.944,0.794,med
0.64,10.0,16.4,7.94,0.917,0.759,min
5.43,950.3,42.9,9.2,0.575,0.198,max
4.92,460.9,29.4,6.84,1.105,0.63,med
5.46,471.1,26.6,7.27,0.948,0.819,med
0.36,79.8,23.1,7.11,0.993,0.639,min
0.17,103.4,24.0,7.8,0.911,1.004,min
5.78,479.4,36.4,9.64,0.26,0.307,max
8.44,498.7,39.0,5.25,0.646,0.166,max
6.85,915.5,28.6,6.33,0.801,0.603,max
0.22,10.0,20.6,7.73,0.637,0.963,min
5.26,150.0,26.0,6.96,0.703,0.686,med
7.83,749.5,36.4,8.8,0.05,0.526,max
11.15,350.0,36.0,3.37,1.068,0.306,max
14.03,673.8,31.3,6.41,0.471,0.738,max
8.46,830.2,39.0,9.83,0.324,0.729,max
0.11,10.0,22.8,7.53,0.92,0.917,min
3.75,485.9,27.0,7.15,0.681,0.811,med
4.1,379.8,28.2,6.36,0.693,0.548,med
6.16,353.8,17.0,6.82,0.892,0.577,med
0.23,118.9,18.8,6.86,0.978,0.977,max
0.29,48.1,20.3,6.84,0.829,0.942,min
3.7,393.5,27.9,6.42,0.307,0.535,med
0.56,57.7,24.4,7.81,0.758,1.112,min
5.04,518.4,41.0,10.34,0.214,0.223,max
10.26,722.3,31.0,7.31,0.713,0.378,max
4.07,448.2,30.4,6.88,0.669,0.837,med
2.08,358.8,22.5,8.39,0.472,0.519,med
7.36,391.2,37.8,4.03,0.562,0.233,max
9.06,790.4,49.1,6.81,0.162,0.587,max
5.34,600.0,36.0,6.22,0.561,0.618,med
0.33,84.7,25.3,7.35,1.093,0.951,max
8.96,495.9,29.3,5.65,0.302,0.809,min
9.76,781.4,34.5,6.2,0.617,0.565,max
5.87,566.0,35.8,4.58,0.596,0.733,max
2.82,334.3,29.8,5.5,0.386,0.523,min
0.58,138.3,22.9,7.07,1.102,1.15,min
7.95,941.8,32.8,7.27,0.738,0.476,max
6.12,430.0,43.7,5.8,0.292,0.522,max
2.3,347.8,27.8,6.47,0.495,0.593,med
8.1,603.4,40.7,10.09,0.067,0.581,max
0.76,62.0,23.2,7.42,0.771,0.855,min
0.05,115.7,22.5,7.74,0.872,0.977,min
1.0,511.1,26.3,8.29,0.454,0.867,med
7.3,570.3,38.5,6.4,0.58,0.259,max
0.05,103.9,23.7,7.48,0.882,1.097,min
1.5,62.6,21.2,6.64,1.093,1.15,min
10.29,723.3,35.0,7.09,0.303,0.56,max
4.21,438.2,38.4,7.23,0.713,0.469,med
7.86,524.7,40.3,4.31,0.508,0.415,max
0.46,168.0,24.6,7.0,0.621,0.884,min
0.07,107.6,22.5,6.67,0.891,0.835,min
2.1,573.1,29.6,7.02,0.529,0.886,med
5.35,401.3,23.4,7.65,0.623,0.828,med
9.95,897.3,24.5,6.8,0.666,0.621,min
0.21,10.0,22.0,7.24,0.976,0.713,min
12.35,570.9,33.6,5.06,0.05,0.466,max
0.34,41.7,26.2,6.92,0.962,0.736,min
8.86,845.9,37.1,5.51,0.097,0.299,max
7.25,772.2,31.7,4.4,0.757,0.678,max
0.51,83.5,20.8,6.52,0.803,1.15,min
1.19,26.9,21.4,6.5,0.842,0.842,min
4.0,877.6,27.4,5.33,0.68,0.395,max
0.79,62.3,23.5,7.35,1.172,0.838,min
2.16,150.0,23.6,6.46,0.629,0.458,med
0.9,60.5,20.0,6.9,0.68,0.775,min
4.09,686.0,41.9,4.96,0.249,0.731,max
8.44,580.2,42.6,7.1,0.566,0.4,max
14.74,537.5,29.5,4.94,0.26,0.384,max
4.18,323.2,26.8,7.76,1.052,0.536,med
0.71,59.1,21.5,6.65,0.948,0.841,min
0.16,233.1,25.0,6.85,1.111,0.701,min
0.38,105.7,18.9,6.92,0.857,0.732,min
8.39,426.9,33.5,9.53,0.331,0.208,max
3.95,150.0,27.2,7.56,0.667,0.523,med
6.41,1135.2,27.8,6.77,0.276,0.05,max
7.59,924.3,37.6,6.97,1.063,0.586,max
4.51,780.5,40.6,9.71,0.112,0.677,max
11.11,640.2,30.9,6.49,0.518,0.068,max
0.14,91.8,24.0,7.56,0.821,0.949,min
3.2,432.0,14.4,7.1,0.872,0.483,med
1.3,486.0,31.1,7.79,0.958,0.485,med
11.6,829.7,35.7,5.3,0.798,0.102,max
5.82,709.8,36.5,6.72,0.48,0.487,max
7.8,350.0,36.9,4.95,0.274,0.402,max
0.75,132.4,30.0,7.39,0.858,0.826,min
3.55,511.6,32.6,6.99,0.743,0.709,med
7.55,528.3,36.0,4.81,0.868,0.452,max
9.01,553.6,47.4,9.88,0.525,0.187,max
0.81,105.5,26.3,7.04,0.807,0.936,min
0.05,191.7,20.2,6.5,0.944,0.897,min
3.73,267.1,26.9,7.42,0.903,0.357,med
4.18,416.2,26.9,6.43,0.676,0.75,med
2.69,266.4,27.6,7.34,0.413,0.76,med
4.2,488.0,28.4,8.68,1.18,0.756,med
0.07,105.6,16.3,6.73,0.735,0.973,min
2.25,361.4,26.9,7.78,0.385,0.48,med
1.0,64.2,17.5,7.33,0.993,0.687,min
6.83,871.2,24.3,8.8,0.096,0.451,max
13.44,357.3,41.3,7.69,0.835,0.302,max
0.24,65.6,23.0,7.86,0.812,1.1,min
0.05,130.5,21.1,8.08,0.616,0.765,med
0.22,13.3,20.1,7.51,0.927,0.719,min
4.72,578.4,51.4,4.63,0.557,0.258,max
1.0,510.3,30.1,7.72,0.617,0.305,med
1.5,462.9,27.9,8.22,0.788,0.65,med
13.6,487.9,43.0,10.02,0.305,0.05,max
4.79,271.0,29.3,7.12,0.849,0.83,med
5.74,1105.6,42.5,8.91,0.435,0.453,max
4.31,548.6,39.5,6.87,0.506,0.596,med
4.0,1039.9,53.6,6.76,0.222,0.549,max
0.3,109.9,25.3,7.58,0.717,0.896,min
11.68,350.0,38.7,10.34,0.618,0.05,max
0.18,158.0,18.8,7.52,1.07,0.846,min
3.13,413.4,33.3,7.99,0.789,0.29,med
4.73,355.0,21.6,7.46,0.557,1.009,med
15.55,587.8,44.8,10.13,0.107,0.229,max
0.62,48.2,22.9,8.06,1.159,0.915,min
7.93,477.3,55.0,10.4,0.089,0.652,max
1.51,511.5,35.1,7.9,0.561,0.718,med
0.26,24.0,22.2,6.7,1.145,0.635,min
12.71,796.4,37.2,6.61,0.348,0.331,max
5.97,627.1,29.1,9.21,0.05,0.482,med
0.2,113.6,20.3,6.54,0.902,0.671,min
3.87,474.7,28.6,7.63,0.694,0.644,med
1.75,310.6,34.6,7.57,0.829,0.679,med
2.53,483.3,30.3,8.12,0.483,0.858,med
0.89,87.7,21.2,6.5,0.782,0.87,min
3.71,297.0,28.6,6.81,0.42,0.686,med
4.0,405.7,27.6,5.8,0.407,0.261,max
2.68,340.3,20.4,7.36,0.236,0.645,med
4.41,1200.0,49.4,3.97,0.413,0.832,med
0.95,54.3,22.0,7.04,0.757,0.914,min
4.0,543.1,40.6,11.04,0.05,0.27,max
0.05,47.9,23.5,7.22,1.089,1.15,min
5.02,372.5,28.3,7.78,0.625,0.964,med
0.2,10.0,20.6,7.46,0.837,0.881,min
4.67,342.2,27.9,5.89,0.64,0.497,med
4.0,1008.5,43.5,9.48,0.689,0.46,max
3.05,309.3,28.8,7.7,0.626,0.729,med
4.18,227.7,30.2,6.77,0.756,0.505,med
8.91,553.7,44.6,8.8,0.675,0.369,max
10.44,833.9,52.2,6.74,0.822,0.381,max
7.0,281.7,25.4,6.13,0.956,0.575,med
0.74,164.4,19.4,6.64,0.879,0.756,min
12.3,917.3,38.9,8.8,0.285,0.051,max
1.0,232.1,25.4,8.37,0.88,0.975,med
9.66,885.3,33.2,7.04,0.05,0.387,max
2.37,527.1,19.1,7.44,0.828,0.498,med
0.22,52.1,26.1,7.28,0.849,0.994,max
0.26,50.8,17.0,7.21,0.992,0.906,min
0.39,38.4,27.0,7.21,0.948,1.0,min
8.65,443.9,39.3,5.66,0.77,0.482,max
9.87,446.5,42.4,5.16,0.408,0.103,max
8.26,709.8,48.7,3.67,0.407,0.357,min
4.26,483.4,34.6,6.87,0.828,0.573,med
0.88,100.1,15.0,7.27,1.17,1.036,min
10.83,544.9,47.7,5.08,0.724,0.413,max
5.53,399.9,47.3,7.26,0.05,0.155,max
5.38,367.0,21.1,6.18,0.841,0.849,med
5.5,793.2,37.6,9.64,0.274,0.719,max
1.43,10.0,23.3,7.66,0.885,0.707,max
4.34,367.1,34.5,7.67,0.424,0.489,med
3.53,600.0,32.9,6.76,0.537,0.455,med
6.6,600.8,28.9,7.5,0.521,0.05,max
0.12,53.6,16.4,7.11,0.59,0.918,min
4.88,398.7,23.1,5.83,0.408,0.688,med
0.95,149.5,22.5,7.13,0.773,0.848,max
0.05,10.0,23.4,6.59,0.73,0.817,min
4.17,1021.9,30.5,9.61,0.775,0.05,max
3.66,434.9,24.0,7.17,0.617,0.791,med
6.64,474.1,40.7,4.57,0.526,0.624,max
7.05,593.2,40.1,8.8,0.886,0.14,max
7.64,523.9,25.5,7.02,0.492,0.578,max
1.0,410.1,37.1,7.12,0.494,0.547,med
0.28,54.0,22.4,7.32,0.895,0.675,med
0.12,122.7,20.1,7.11,1.121,0.719,min
9.42,972.9,47.5,9.29,0.415,0.675,max
6.15,465.3,16.8,6.24,0.748,0.715,med
0.29,35.0,23.7,6.99,0.954,0.926,min
0.1,62.8,23.7,7.13,0.898,0.703,min
0.1,86.7,28.2,7.09,0.964,0.733,min
6.18,1016.0,35.5,6.41,0.463,0.48,max
3.49,438.3,30.9,5.5,0.428,0.576,med
8.19,620.5,35.7,9.8,1.007,0.646,max
10.54,886.5,32.9,11.08,0.05,0.091,max
3.97,446.7,27.8,7.22,0.977,0.745,med
11.73,807.3,32.6,6.21,0.441,0.05,max
12.91,699.3,39.7,9.46,0.527,0.537,max
3.98,482.7,26.2,6.0,0.687,0.691,med
0.33,184.9,21.8,7.11,1.2,0.826,min
1.71,469.5,30.3,7.57,1.038,0.529,med
2.94,219.8,27.1,7.42,0.805,1.084,med
10.26,684.2,31.1,5.35,0.803,0.641,max
1.0,318.5,35.1,5.88,0.84,0.46,med
0.05,67.2,25.9,7.83,0.732,1.149,min
0.46,70.4,23.3,6.67,0.81,0.898,min
9.38,534.6,33.5,4.83,0.947,0.521,max
4.79,350.0,39.7,10.84,0.578,0.763,max
3.63,439.2,37.2,8.12,0.924,0.689,med
2.52,173.8,33.9,7.01,0.742,0.859,med
0.17,109.3,28.3,7.51,0.71,0.864,min
1.0,397.0,27.5,8.61,0.512,0.288,med
0.07,122.2,21.4,7.3,0.918,1.11,min
1.0,265.4,31.0,7.64,0.564,0.589,med
0.71,198.1,19.1,7.06,0.907,0.575,min
2.89,254.1,35.0,5.95,0.561,0.765,med
8.82,533.8,14.8,10.76,0.274,0.368,max
0.05,110.4,19.6,8.16,1.127,0.94,min
6.15,459.2,31.8,7.36,0.568,0.61,med
7.54,376.2,47.3,3.45,0.524,0.268,max
9.34,1145.0,37.1,7.04,0.671,0.554,max
0.05,108.4,22.4,7.47,0.779,1.001,min
4.0,488.3,31.1,8.8,0.347,0.452,max
1.0,455.2,24.3,6.25,0.752,0.352,max
4.48,640.9,31.1,9.23,0.559,0.513,max
4.0,799.5,28.9,4.17,0.456,0.457,max
1.86,173.2,22.9,6.78,0.567,0.909,med
5.58,979.5,37.4,4.16,0.05,0.284,max
3.01,337.0,36.8,7.27,0.813,0.705,med
1.08,389.3,23.3,6.75,0.762,0.607,med
6.02,598.1,36.3,6.71,0.678,0.093,max
9.35,702.6,37.5,3.97,0.116,0.12,max
5.77,706.3,41.3,5.29,0.63,0.567,max
1.47,110.7,24.5,7.63,0.768,0.902,min
8.86,432.4,40.7,5.06,0.404,0.666,max
6.81,712.9,44.2,7.23,0.482,0.174,max
3.8,235.0,32.0,7.33,0.957,0.659,med
5.67,521.8,45.0,4.95,0.732,0.788,max
0.16,103.5,23.5,7.54,0.885,0.724,min
1.35,416.1,20.8,5.85,0.939,0.411,med
0.3,10.0,19.3,7.48,1.192,0.811,min
7.7,713.3,31.0,5.19,0.05,0.343,max
4.0,657.4,34.8,9.49,0.233,0.351,max
0.05,72.4,21.5,7.45,0.903,0.639,min
3.81,399.1,36.5,6.13,0.678,0.559,med
5.32,578.1,18.5,6.13,0.998,0.275,med
6.18,330.1,20.0,6.5,0.851,0.788,med
10.93,528.8,23.7,10.33,0.453,0.61,max
1.8,409.3,28.8,6.87,1.064,0.461,med
11.39,569.1,39.7,10.46,0.533,0.707,max
4.0,775.6,32.5,7.02,0.14,0.517,max
4.0,787.4,42.8,4.07,0.618,0.05,max
0.2,10.0,22.1,6.68,0.81,0.875,med
9.58,693.4,44.2,8.8,0.752,0.371,med
3.2,372.2,30.0,7.56,0.748,0.408,med
0.07,136.3,25.3,7.92,0.853,0.754,min
0.99,10.0,23.1,7.84,0.897,0.893,min
7.47,392.9,9.7,7.67,0.05,0.42,min
4.0,869.9,21.7,7.01,0.739,0.68,max
11.1,747.3,39.5,5.25,0.084,0.446,max
5.82,525.7,36.6,9.48,0.754,0.381,max
0.26,20.3,22.9,6.64,0.88,0.928,min
0.63,10.0,30.0,6.51,1.004,1.025,min
1.4,96.5,23.8,6.5,0.765,0.834,min
5.67,692.4,31.6,8.8,0.134,0.339,max
4.08,317.8,21.5,9.5,0.603,0.206,med
0.32,165.1,18.2,6.64,0.811,0.808,min
2.89,365.5,25.9,7.03,0.563,0.872,med
0.44,10.0,24.1,7.09,1.042,0.812,min
5.97,399.1,28.5,3.62,0.596,0.177,max
8.35,932.6,32.0,3.98,0.589,0.347,max
0.21,39.0,29.9,7.05,0.833,1.068,min
11.37,468.0,14.9,5.48,0.677,0.05,min
1.0,480.6,31.1,6.72,0.813,0.454,med
11.97,753.0,44.9,5.06,0.89,0.341,max
4.0,420.6,46.0,3.93,0.05,0.525,max
1.33,393.4,23.2,8.07,0.745,0.771,med
3.36,381.1,31.2,5.75,0.987,0.278,med
1.87,335.1,21.3,7.64,0.43,0.59,med
4.53,273.0,24.6,7.59,0.528,0.573,med
3.35,447.2,38.0,7.25,0.831,0.716,med
0.91,149.9,22.0,7.49,0.95,0.897,min
3.55,534.3,38.7,7.07,1.194,0.644,med
3.87,298.3,23.8,7.28,0.928,0.74,max
4.0,568.7,40.9,7.2,0.153,0.421,max
0.61,10.0,28.2,7.22,0.987,0.648,min
12.95,1200.0,24.9,7.52,0.242,0.476,max
0.58,38.0,20.0,7.09,1.079,0.984,min
0.1,10.0,18.6,7.13,0.807,1.114,min
1.19,71.8,25.6,7.33,0.732,1.057,max
2.86,590.4,25.4,6.19,0.547,0.859,med
4.7,709.6,34.8,9.53,0.63,0.251,max
3.94,389.4,14.4,5.5,0.579,0.538,med
4.6,515.4,22.1,6.66,0.852,0.74,med
0.3,116.2,25.4,6.89,0.949,0.85,min
10.9,951.3,25.6,6.9,0.453,0.489,max
3.48,321.3,30.9,5.82,0.694,0.729,med
8.33,448.2,21.8,7.55,1.2,0.501,max
5.54,589.7,43.5,6.71,0.452,0.202,max
0.12,94.4,23.9,7.57,0.963,0.911,min
1.11,112.5,25.7,7.14,0.782,0.652,min
2.6,498.3,28.6,8.73,0.783,0.698,med
1.96,472.1,22.1,6.39,0.877,0.657,med
2.87,475.4,28.7,6.25,0.931,0.689,med
0.21,103.4,22.7,7.29,0.941,0.741,min
0.22,38.8,23.0,7.56,0.764,1.078,min
0.25,10.0,20.8,7.08,0.991,0.844,min
2.68,564.8,29.8,7.16,0.626,0.968,med
13.24,380.5,39.0,9.93,0.489,0.821,max
2.22,332.3,27.5,7.51,0.778,1.06,med
2.98,458.4,29.3,7.91,0.637,0.915,med
7.44,559.2,46.8,4.08,0.49,0.412,min
4.0,436.4,33.1,5.02,0.328,0.193,min
0.05,24.2,27.3,7.03,1.013,0.563,min
0.05,85.4,21.9,7.27,0.698,0.704,min
4.66,885.6,37.1,7.01,0.632,0.44,max
3.1,150.0,20.0,6.12,0.919,0.788,med
3.22,178.5,36.1,6.83,0.807,0.785,med
3.16,427.9,25.3,8.72,0.442,0.901,med
3.17,241.1,27.1,8.39,0.611,0.843,med
0.2,33.7,23.9,7.6,0.862,0.901,min
9.58,551.7,36.9,8.82,0.136,0.472,max
7.91,843.9,44.6,4.76,0.754,0.207,max
0.14,55.1,19.6,7.29,1.015,0.952,min
0.15,205.2,23.8,7.79,0.781,0.662,min
9.96,613.8,46.0,5.71,0.68,0.05,max
4.46,454.4,38.3,8.21,0.788,0.831,med
10.19,1147.0,35.8,9.8,0.909,0.32,max
8.73,770.8,48.6,2.7,0.722,0.349,max
4.4,246.7,24.4,5.5,0.641,0.432,max
3.68,288.1,36.2,6.31,0.746,0.92,med
3.18,233.9,30.3,8.08,0.537,0.906,min
5.45,340.5,29.3,6.9,0.947,0.598,med
10.04,815.0,29.2,7.49,0.111,0.603,max
10.69,460.1,36.1,9.9,1.108,0.679,max
0.4,61.6,26.6,7.44,0.841,0.76,min
9.6,1065.2,45.5,9.23,0.693,0.693,max
5.7,559.3,44.6,9.63,0.553,0.648,max
2.63,448.7,29.3,7.44,0.948,0.714,med
9.81,760.1,45.3,2.68,0.191,0.43,max
10.03,350.0,40.0,8.8,0.24,0.423,max
2.29,441.1,28.0,7.35,0.701,0.778,med
3.92,483.5,30.7,8.82,0.917,0.755,med
10.5,610.2,43.7,3.65,0.466,0.572,max
1.75,332.0,17.6,6.61,0.707,0.479,med
7.61,498.5,33.1,9.22,0.886,0.139,max
12.99,350.0,32.5,9.24,0.562,0.381,max
4.15,157.6,19.3,7.02,0.696,0.719,med
4.23,600.0,34.0,8.27,0.662,0.53,med
1.12,97.2,18.6,7.66,0.951,0.788,min
7.41,517.3,39.2,4.08,0.65,0.546,max
7.21,679.9,26.5,10.15,0.05,0.743,max
6.9,915.2,35.1,9.44,0.714,0.394,max
9.99,711.0,40.2,9.32,0.364,0.487,max
4.12,703.1,53.5,6.65,0.432,0.124,max
1.07,84.0,26.3,7.67,0.996,0.679,min
6.89,715.2,43.9,4.97,0.217,1.041,max
5.13,306.9,32.3,6.14,0.606,0.95,med
1.0,305.4,33.9,6.61,1.048,0.736,med
3.59,312.5,29.5,8.06,0.696,0.647,med
12.46,648.8,38.5,9.6,0.336,0.204,max
4.4,863.0,28.9,4.39,0.05,0.133,max
2.86,397.7,25.2,6.69,0.929,0.671,med
3.87,200.9,22.3,7.65,0.497,0.758,med
8.62,1067.3,35.2,5.27,0.979,0.172,max
2.5,354.0,30.2,8.78,0.593,0.805,med
4.7,795.1,45.1,8.8,0.387,0.418,max
10.24,350.0,32.1,6.78,0.46,0.453,max
5.72,861.7,34.5,7.19,0.638,0.336,max
0.05,10.0,24.7,6.95,1.049,0.808,min
3.0,417.9,29.6,8.03,0.958,0.711,med
0.88,145.1,15.9,7.21,1.085,0.929,min
0.22,86.1,24.4,7.15,0.914,0.602,min
5.41,376.1,33.1,7.01,0.911,0.73,med
5.51,361.1,28.8,5.55,0.638,0.602,med
3.56,416.6,36.1,6.38,0.636,0.653,med
2.87,403.8,30.7,8.35,0.94,0.593,med
0.08,142.8,27.8,6.92,0.936,0.814,min
2.33,469.0,16.7,5.5,0.696,0.709,med
3.25,371.7,27.8,7.77,0.947,0.487,med
0.07,57.8,20.5,6.92,0.974,0.913,min
4.36,155.4,23.5,7.59,0.844,0.52,med
8.08,929.0,45.3,10.18,0.648,0.081,max
4.13,150.0,28.7,5.88,0.734,0.421,med
0.09,186.3,26.1,6.86,0.81,0.939,min
3.78,503.8,27.5,9.08,0.465,0.62,med
2.46,402.2,15.0,6.51,1.059,0.738,med
2.57,433.8,33.1,6.94,0.428,0.731,med
1.43,156.6,40.4,6.47,0.663,0.427,med
12.14,1021.5,46.7,10.03,0.949,0.709,max
2.62,397.5,23.6,6.65,1.125,0.281,med
5.56,301.5,40.2,8.99,0.674,0.534,med
0.51,77.9,19.8,7.39,0.866,0.957,min
0.96,91.8,17.3,7.32,0.722,0.79,min
1.15,88.3,25.1,7.11,1.006,0.967,min
3.31,221.2,22.9,5.69,0.669,0.477,med
0.05,150.0,23.1,6.88,0.987,0.919,med
0.13,10.0,23.2,6.62,0.854,0.737,min
10.51,613.7,29.5,10.61,0.595,0.522,max
5.63,334.0,19.7,6.48,0.663,0.751,med
3.76,379.6,24.9,7.44,0.449,0.517,med
0.1,21.3,24.2,7.08,0.774,0.717,min
0.37,88.4,23.1,7.22,0.795,0.751,min
5.56,150.0,23.3,6.49,0.131,0.371,med
